Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	call_type	quality	overlap	earflap
1	Spectrogram 1	1	0.000000000	2.506187945	0.000	214.990	RUM	0	N	1
2	Spectrogram 1	1	14.111505018	19.034123048	0.000	196.252	RUM	3	N	1
3	Spectrogram 1	1	26.188327918	31.832929925	0.000	206.607	RUM	3	N	1
4	Spectrogram 1	1	44.041022639	48.832370854	0.000	188.856	RUM	3	N	1
5	Spectrogram 1	1	64.781653270	68.785382601	0.000	183.432	RUM	2	N	1
6	Spectrogram 1	1	77.121016510	81.190380747	0.000	198.718	RUM	2	N	0
7	Spectrogram 1	1	101.012122680	106.131645431	0.000	204.142	RUM	3	N	0
8	Spectrogram 1	1	124.246879780	129.957116695	0.000	205.128	RUM	3	N	0
9	Spectrogram 1	1	155.160921718	161.396237889	0.000	204.142	RUM	3	N	0
10	Spectrogram 1	1	180.299091123	186.862581829	0.000	189.842	RUM	3	N	1
11	Spectrogram 1	1	204.977816890	210.097339641	0.000	179.980	RUM	3	N	1
12	Spectrogram 1	1	218.104798302	224.668289008	0.000	176.036	RUM	2	N	1
13	Spectrogram 1	1	248.362490458	254.597806629	0.000	209.566	RUM	3	N	2
14	Spectrogram 1	1	262.277090755	270.481454138	0.000	208.087	RUM	3	N	2
15	Spectrogram 1	1	277.110578749	282.689545850	0.000	197.732	RUM	3	N	1
16	Spectrogram 1	1	290.762639418	297.654304660	0.000	198.718	RUM	3	N	1
17	Spectrogram 1	1	317.476046592	323.448823135	0.000	215.483	RUM	3	N	2
18	Spectrogram 1	1	329.881044739	335.394376932	0.000	190.828	RUM	3	N	1
19	Spectrogram 1	1	347.930644181	355.281753772	0.000	209.566	RUM	3	N	1
20	Spectrogram 1	1	377.072542917	382.323335481	0.000	181.460	RUM	2	N	1
21	Spectrogram 1	1	403.195236639	409.889997159	0.000	174.063	RUM	2	N	1
22	Spectrogram 1	1	424.460946527	428.333406044	0.000	57.199	RUM	1	N	0
23	Spectrogram 1	1	445.004672437	450.714909352	0.000	178.501	RUM	3	N	1
24	Spectrogram 1	1	476.640698353	482.088395639	0.000	207.594	RUM	2	N	0
25	Spectrogram 1	1	510.573945304	515.956007683	0.000	129.684	RUM	1	N	1
26	Spectrogram 1	1	546.804414714	551.727032744	0.000	209.566	RUM	2	Y	0
27	Spectrogram 1	1	550.086160067	555.008778097	0.000	224.852	RUM	2	Y	1
28	Spectrogram 1	1	564.066395271	568.004489695	0.000	179.980	RUM	2	N	1
29	Spectrogram 1	1	582.641073970	586.972977836	0.000	182.939	RUM	2	N	1
30	Spectrogram 1	1	591.304882414	596.424405165	0.000	205.128	RUM	3	N	0
31	Spectrogram 1	1	606.729085573	609.945196019	0.000	235.207	RUM	1	N	0
32	Spectrogram 1	1	626.944636949	631.932889885	0.000	216.963	RUM	2	N	0
33	Spectrogram 1	1	691.595021116	698.355416544	0.000	207.594	RUM	3	N	1
34	Spectrogram 1	1	704.918907250	710.366604536	0.000	178.008	RUM	2	N	1
35	Spectrogram 1	1	720.802555471	725.593903686	0.000	185.897	RUM	2	N	1
36	Spectrogram 1	1	737.342552050	742.330804987	0.000	182.446	RUM	2	N	1
37	Spectrogram 1	1	765.368657366	771.669608444	0.000	198.718	RUM	3	N	0
38	Spectrogram 1	1	805.077776850	811.378727928	0.000	202.170	RUM	3	N	0
39	Spectrogram 1	1	831.397374582	838.223404916	0.000	208.580	RUM	3	N	1
40	Spectrogram 1	1	850.890942691	855.419751278	0.000	216.963	RUM	2	N	0
41	Spectrogram 1	1	956.628777678	961.748300429	0.000	170.118	RUM	2	N	1
42	Spectrogram 1	1	992.137262398	997.453689871	0.000	207.594	RUM	3	N	1
43	Spectrogram 1	1	1039.394396195	1044.251379317	0.000	206.607	RUM	2	N	0
44	Spectrogram 1	1	1080.810022551	1087.242243443	0.000	201.677	RUM	3	N	1
45	Spectrogram 1	1	1119.009539173	1123.866522295	0.000	201.677	RUM	2	N	0
46	Spectrogram 1	1	1158.390484122	1163.116197430	0.000	174.556	RUM	2	N	0
47	Spectrogram 1	1	1165.807228620	1169.548418322	0.000	191.815	RUM	2	N	1
48	Spectrogram 1	1	1188.976350813	1194.095873563	0.000	159.763	RUM	3	N	1
49	Spectrogram 1	1	1223.434677732	1229.144914646	0.000	140.533	RUM	1	N	2
50	Spectrogram 1	1	2054.044434141	2060.673559754	0.000	209.566	RUM	3	N	1
51	Spectrogram 1	1	2082.923793248	2089.552918861	0.000	191.321	RUM	2	N	1
52	Spectrogram 1	1	2119.548072100	2126.374102435	0.000	185.897	RUM	2	N	1
53	Spectrogram 1	1	2151.774811468	2156.434889869	0.000	170.118	RUM	2	N	1
54	Spectrogram 1	1	2174.681394032	2178.225679014	0.000	158.284	RUM	1	N	1
55	Spectrogram 1	1	2185.839328945	2190.893216788	0.000	139.546	RUM	2	N	1
56	Spectrogram 1	1	2250.292808391	2256.003045306	0.000	160.256	RUM	3	N	1
57	Spectrogram 1	1	2328.595253228	2335.683823191	0.000	159.763	RUM	2	N	1
58	Spectrogram 1	1	2362.462865272	2365.875880439	0.000	152.367	RUM	1	N	0
59	Spectrogram 1	1	2381.759528660	2385.106908920	0.000	126.726	RUM	1	N	0
60	Spectrogram 1	1	2411.360871745	2416.808569031	0.000	150.888	RUM	2	Y	0
61	Spectrogram 1	1	2429.476106094	2433.086025983	0.000	151.874	RUM	2	N	0
62	Spectrogram 1	1	2442.537453311	2447.525706248	0.000	146.450	RUM	3	N	0
63	Spectrogram 1	1	2483.821809853	2488.941332604	0.000	148.915	RUM	2	N	0
64	Spectrogram 1	1	2522.021326475	2527.600293575	0.000	194.280	RUM	3	N	1
65	Spectrogram 1	1	2543.024496735	2551.688304467	0.000	158.284	RUM	3	N	0
66	Spectrogram 1	1	2556.807827930	2563.436953543	0.000	150.394	RUM	2	N	0
67	Spectrogram 1	1	2580.042585030	2585.687187037	0.000	163.708	RUM	2	N	1
68	Spectrogram 1	1	2657.229236446	2662.348759197	0.000	139.053	RUM	2	N	0
69	Spectrogram 1	1	2731.593586859	2738.485252101	0.000	166.174	RUM	3	N	0
70	Spectrogram 1	1	2812.816783571	2817.608131786	0.000	153.353	RUM	2	N	1
71	Spectrogram 1	1	2831.128922641	2837.364238812	0.000	161.243	RUM	3	N	0
72	Spectrogram 1	1	2845.306063278	2851.803919077	0.000	217.456	RUM	3	N	0
73	Spectrogram 1	1	2876.285739411	2880.420738556	0.000	155.819	RUM	2	N	1
74	Spectrogram 1	1	2923.739777929	2931.484696962	0.000	219.428	RUM	3	N	1
75	Spectrogram 1	1	2931.615966776	2938.179457483	0.000	233.728	RUM	0	Y	0
76	Spectrogram 1	1	2957.147945624	2964.564690122	0.000	162.229	RUM	3	N	1
77	Spectrogram 1	1	2974.541196707	2982.679925182	0.000	157.791	RUM	3	N	0
78	Spectrogram 1	1	3000.532619903	3006.571031353	0.000	211.538	RUM	3	N	0
79	Spectrogram 1	1	3016.547537226	3021.667059977	0.000	168.146	RUM	3	N	0
80	Spectrogram 1	1	3030.068328793	3036.238010057	0.000	161.736	RUM	3	N	1
81	Spectrogram 1	1	3270.948440557	3278.299550148	0.000	169.132	RUM	3	N	1
82	Spectrogram 1	1	3324.900334162	3329.363507843	0.000	198.225	RUM	2	N	1
83	Spectrogram 1	1	3421.843093316	3428.209679301	0.000	161.243	RUM	0	Y	1
84	Spectrogram 1	1	3429.522377443	3432.804122796	0.000	166.667	RUM	0	Y	0
85	Spectrogram 1	1	3431.753964283	3435.626423799	0.000	178.008	RUM	1	Y	1
86	Spectrogram 1	1	3455.776340267	3460.633323390	0.000	182.446	RUM	0	Y	1
87	Spectrogram 1	1	3506.512122425	3513.666327294	0.000	209.566	RUM	3	N	0
88	Spectrogram 1	1	3565.386634771	3571.687585849	0.000	160.256	RUM	2	N	1
