Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	call_type	quality	overlap	earflap
1	Spectrogram 1	1	722.246241711	728.372478910	0.000	138.109	RUM	2	N	1
2	Spectrogram 1	1	740.996241086	744.709112116	0.000	135.300	RUM	1	N	1
3	Spectrogram 1	1	754.176933240	758.353913148	0.000	149.813	RUM	2	N	1
4	Spectrogram 1	1	786.943020074	790.470247552	0.000	148.408	RUM	2	N	1
5	Spectrogram 1	1	1322.825436990	1327.813689926	0.000	154.494	RUM	3	N	0
6	Spectrogram 1	1	1354.002017844	1358.924635874	0.000	170.880	RUM	3	N	0
7	Spectrogram 1	1	1363.190904833	1371.460903123	0.000	142.322	RUM	3	N	1
8	Spectrogram 1	1	1377.893124726	1383.931536176	0.000	149.813	RUM	3	N	1
9	Spectrogram 1	1	1395.483279819	1400.996612012	0.000	147.940	RUM	3	N	1
10	Spectrogram 1	1	1422.524861529	1427.513114465	0.000	138.577	RUM	3	N	1
11	Spectrogram 1	1	1449.566443950	1453.767078002	0.000	145.599	RUM	2	N	1
12	Spectrogram 1	1	1721.098055599	1727.924085933	0.000	179.775	RUM	3	N	0
13	Spectrogram 1	1	1762.316777946	1765.007809135	0.000	195.225	RUM	0	Y	0
14	Spectrogram 1	1	1764.088920436	1768.027014860	0.000	217.697	RUM	2	N	0
15	Spectrogram 1	1	1832.283587872	1836.352952110	0.000	211.142	RUM	3	N	0
16	Spectrogram 1	1	1924.500631292	1926.469678504	0.000	49.157	RUM	1	N	0
17	Spectrogram 1	1	2186.187008596	2189.665658670	0.000	159.176	RUM	2	N	0
18	Spectrogram 1	1	2451.877115941	2456.602829250	0.000	153.090	RUM	2	N	1
19	Spectrogram 1	1	2595.026848828	2602.049783883	0.000	149.345	RUM	3	N	2
20	Spectrogram 1	1	2609.794702917	2614.651686039	0.000	152.154	RUM	2	N	1
21	Spectrogram 1	1	2631.848032401	2636.442475896	0.000	153.090	RUM	2	N	1
22	Spectrogram 1	1	2673.066754036	2677.333022995	0.000	160.581	RUM	2	N	1
23	Spectrogram 1	1	2694.595004264	2699.189447759	0.000	159.176	RUM	1	N	1
24	Spectrogram 1	1	2713.694762219	2718.551745342	0.000	154.494	RUM	2	N	1
25	Spectrogram 1	1	2727.149918167	2732.335075825	0.000	152.622	RUM	2	N	1
26	Spectrogram 1	1	2754.060230774	2759.704832782	0.000	149.813	RUM	2	N	0
27	Spectrogram 1	1	2775.194670848	2779.723479435	0.000	155.431	RUM	2	N	1
28	Spectrogram 1	1	2818.907519663	2824.158312228	0.000	142.322	RUM	2	N	1
29	Spectrogram 1	1	2871.021635871	2875.156635015	0.000	157.303	RUM	2	N	1
30	Spectrogram 1	1	2889.727566499	2894.584549621	0.000	158.240	RUM	3	N	1
31	Spectrogram 1	1	2921.494861517	2924.382797427	0.000	124.064	RUM	0	N	1
32	Spectrogram 1	1	2965.404613339	2970.195961555	0.000	148.876	RUM	0	N	1
33	Spectrogram 1	1	2984.635641109	2988.114291183	0.000	140.449	RUM	0	N	1
34	Spectrogram 1	1	3013.843175463	3018.306349143	0.000	140.918	RUM	2	N	1
35	Spectrogram 1	1	3094.771016582	3099.496729891	0.000	141.386	RUM	1	N	1
36	Spectrogram 1	1	3167.560129226	3170.513700043	0.000	143.258	RUM	2	N	1
37	Spectrogram 1	1	3348.253030502	3353.635092882	0.000	143.727	RUM	2	N	1
38	Spectrogram 1	1	3359.410964703	3363.086519499	0.000	139.045	RUM	0	N	1
39	Spectrogram 1	1	3568.851952176	3574.102744741	0.000	147.940	RUM	2	N	1
40	Spectrogram 1	1	3583.094727008	3588.476789387	0.000	153.090	RUM	3	N	2
