Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	call_type	quality	overlap	earflap
1	Spectrogram 1	1	104.610141927	108.879943611	0.000	167.040	RUM	2	N	0
2	Spectrogram 1	1	298.514832786	304.362604657	0.000	183.857	RUM	3	N	0
3	Spectrogram 1	1	308.818049892	313.923247557	0.000	181.054	RUM	3	N	0
4	Spectrogram 1	1	329.795771208	334.715325321	0.000	203.475	RUM	3	N	0
5	Spectrogram 1	1	341.676958501	349.102700560	0.000	190.583	RUM	3	N	1
6	Spectrogram 1	1	363.954184677	371.101461408	0.000	205.717	RUM	3	N	1
7	Spectrogram 1	1	379.733887229	385.117550221	0.000	176.009	RUM	2	N	0
8	Spectrogram 1	1	392.636114055	400.618786768	0.000	160.314	RUM	2	N	1
9	Spectrogram 1	1	412.221508735	417.048241073	0.000	55.493	RUM	0	N	0
10	Spectrogram 1	1	430.414576778	435.426952668	0.000	161.435	RUM	2	N	1
11	Spectrogram 1	1	459.003683704	467.079178193	0.000	143.498	RUM	1	N	1
12	Spectrogram 1	1	480.167049248	485.921999343	0.000	140.695	RUM	2	N	1
13	Spectrogram 1	1	506.621255332	512.097740100	0.000	163.677	RUM	3	N	1
14	Spectrogram 1	1	528.155907301	532.982639639	0.000	141.816	RUM	1	N	0
15	Spectrogram 1	1	561.386103691	565.748727150	0.000	170.964	RUM	2	Y	1
16	Spectrogram 1	1	565.006152944	569.461598179	0.000	147.422	RUM	1	Y	1
17	Spectrogram 1	1	581.342785473	587.190557344	0.000	166.480	RUM	3	N	1
18	Spectrogram 1	1	602.506150340	608.075456884	0.000	154.148	RUM	2	N	0
19	Spectrogram 1	1	618.100208663	623.669515207	0.000	164.798	RUM	3	N	1
20	Spectrogram 1	1	640.470256614	646.318028486	0.000	158.632	RUM	2	N	1
21	Spectrogram 1	1	663.025948794	668.223968235	0.000	153.587	RUM	1	N	1
22	Spectrogram 1	1	684.653422540	689.944263757	0.000	157.511	RUM	2	N	2
23	Spectrogram 1	1	697.370005815	702.939312359	0.000	161.435	RUM	2	N	1
24	Spectrogram 1	1	719.090301337	725.030894983	0.000	172.646	RUM	2	N	1
25	Spectrogram 1	1	757.796982494	764.758615674	0.000	56.614	RUM	0	N	0
26	Spectrogram 1	1	782.116287736	788.149703158	0.000	119.395	RUM	0	N	0
27	Spectrogram 1	1	812.283364849	817.481384290	0.000	153.027	RUM	2	N	1
28	Spectrogram 1	1	825.092769900	829.362571583	0.000	167.601	RUM	2	N	0
29	Spectrogram 1	1	847.369996753	853.032125072	0.000	178.251	RUM	3	N	1
30	Spectrogram 1	1	944.925683724	951.794495128	0.000	161.435	RUM	3	N	0
31	Spectrogram 1	1	1203.341509394	1210.767251452	0.000	170.404	RUM	2	N	1
32	Spectrogram 1	1	1231.466507440	1240.191754359	0.000	167.040	RUM	2	N	0
33	Spectrogram 1	1	1261.355119226	1266.645960443	0.000	165.919	RUM	2	N	0
34	Spectrogram 1	1	1278.805613741	1285.024672715	0.000	155.830	RUM	3	N	0
35	Spectrogram 1	1	1306.559324685	1312.035809453	0.000	157.511	RUM	3	N	0
36	Spectrogram 1	1	1333.013530769	1338.397193761	0.000	151.345	RUM	2	N	0
37	Spectrogram 1	1	1379.888528190	1385.365012958	0.000	158.632	RUM	2	N	0
38	Spectrogram 1	1	1454.702880107	1460.921939082	0.000	170.964	RUM	2	N	0
39	Spectrogram 1	1	1519.121192466	1524.690499010	0.000	159.193	RUM	1	N	1
40	Spectrogram 1	1	1569.523417365	1575.371189236	0.000	139.013	RUM	0	N	0
41	Spectrogram 1	1	1600.711534011	1606.744949434	0.000	161.996	RUM	3	N	0
42	Spectrogram 1	1	1665.315490598	1671.441727796	0.000	159.193	RUM	3	N	0
43	Spectrogram 1	1	1835.364985093	1839.913252104	0.000	150.785	RUM	1	N	0
44	Spectrogram 1	1	1870.173150993	1873.978843798	0.000	138.453	RUM	2	N	1
45	Spectrogram 1	1	2108.632294880	2113.644670770	0.000	136.771	RUM	2	N	1
46	Spectrogram 1	1	2115.872393387	2119.863729744	0.000	181.614	RUM	3	N	0
47	Spectrogram 1	1	2122.369917688	2125.061749185	0.000	156.951	RUM	1	N	0
48	Spectrogram 1	1	2227.444168494	2232.270900832	0.000	149.103	RUM	2	N	0
49	Spectrogram 1	1	2352.939210638	2361.014705127	0.000	153.027	RUM	3	N	0
50	Spectrogram 1	1	2411.695394677	2416.707770566	0.000	149.103	RUM	2	N	0
51	Spectrogram 1	1	2638.644638373	2642.821618281	0.000	158.072	RUM	2	N	0
52	Spectrogram 1	1	2820.575320162	2825.773339603	0.000	169.283	RUM	3	N	0
53	Spectrogram 1	1	2850.371110172	2854.455268304	0.000	235.426	RUM	3	N	0
54	Spectrogram 1	1	2915.624819189	2920.358729751	0.000	135.650	RUM	2	N	0
55	Spectrogram 1	1	3117.140895658	3123.916885286	0.000	154.148	RUM	3	N	0
56	Spectrogram 1	1	3481.559186433	3488.892106716	0.000	202.915	RUM	3	N	0
57	Spectrogram 1	1	3492.326512418	3496.503492326	0.000	177.130	RUM	3	N	0
58	Spectrogram 1	1	3515.903243454	3520.358688689	0.000	161.996	RUM	3	N	0
59	Spectrogram 1	1	3576.330220132	3580.414378265	0.000	132.287	RUM	2	N	0
