Selection	View	Channel	Event	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin Path	File Offset (s)	Begin File	Site	Begin Hour	File Start Date	Begin Date	Score	Count	Measurable	Harmonics	Ambiguous	Notes	Analyst	Rand	Deployment	Sound Problems	Call Criteria	Disk
1	Spectrogram	1	Rumble	52.31442713737488	55.38719058036804	155.95781803131104	245.38245797157288	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250606_130050.wav	52.31442713737488	Arden_20250606_130050.wav	Arden	13	06/06/2025	06/06/2025	0.3657882809638977											
2	Spectrogram	1	Rumble	159.35448145866394	163.8477714061737	151.8025100231171	249.75833296775815	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250606_130050.wav	159.35448145866394	Arden_20250606_130050.wav	Arden	13	06/06/2025	06/06/2025	0.2867124080657959											
3	Spectrogram	1	Rumble	250.91843152046204	255.53411626815796	186.59168481826785	236.4442348480225	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250606_130050.wav	250.91843152046204	Arden_20250606_130050.wav	Arden	13	06/06/2025	06/06/2025	0.6166203618049622											
4	Spectrogram	1	Rumble	285.94557309150696	292.53700375556946	194.6450471878052	231.86957836151123	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250606_130050.wav	285.94557309150696	Arden_20250606_130050.wav	Arden	13	06/06/2025	06/06/2025	0.4919959604740143											
5	Spectrogram	1	Rumble	293.83911395072937	296.9223759174347	171.68045043945312	235.4479432106018	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250606_130050.wav	293.83911395072937	Arden_20250606_130050.wav	Arden	13	06/06/2025	06/06/2025	0.281018853187561											
6	Spectrogram	1	Rumble	208.8736231327057	211.89045310020447	223.89128804206848	234.6079647541046	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250606_130050.wav	208.8736231327057	Arden_20250606_130050.wav	Arden	13	06/06/2025	06/06/2025	0.2679934799671173											
7	Spectrogram	1	Rumble	282.7983717918396	286.3957290649414	186.49357557296756	230.5147647857666	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250606_130050.wav	282.7983717918396	Arden_20250606_130050.wav	Arden	13	06/06/2025	06/06/2025	0.253890186548233											
8	Spectrogram	1	Rumble	464.6740050315857	470.84396982192993	187.5126361846924	238.7221455574036	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250606_130050.wav	464.6740050315857	Arden_20250606_130050.wav	Arden	13	06/06/2025	06/06/2025	0.7586176991462708											
9	Spectrogram	1	Rumble	444.9731342792511	450.0827383995056	187.4081790447235	242.61561036109924	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250606_130050.wav	444.9731342792511	Arden_20250606_130050.wav	Arden	13	06/06/2025	06/06/2025	0.3474164009094238											
10	Spectrogram	1	Rumble	437.28084444999695	440.7510952949524	172.1506267786026	241.45691096782684	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250606_130050.wav	437.28084444999695	Arden_20250606_130050.wav	Arden	13	06/06/2025	06/06/2025	0.3280272781848907											
11	Spectrogram	1	Rumble	493.132770895958	498.52788794040686	182.739332318306	239.2791658639908	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250606_130050.wav	493.132770895958	Arden_20250606_130050.wav	Arden	13	06/06/2025	06/06/2025	0.8398535251617432											
12	Spectrogram	1	Rumble	518.113871216774	523.7521991729736	183.96073579788208	238.1848394870758	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250606_130050.wav	518.113871216774	Arden_20250606_130050.wav	Arden	13	06/06/2025	06/06/2025	0.78956538438797											
13	Spectrogram	1	Rumble	474.40072497725487	479.91628789901733	189.96110558509827	239.57642912864685	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250606_130050.wav	474.40072497725487	Arden_20250606_130050.wav	Arden	13	06/06/2025	06/06/2025	0.7482944130897522											
14	Spectrogram	1	Rumble	464.6210101470351	471.03619250655174	188.39353322982788	237.0644211769104	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250606_130050.wav	464.6210101470351	Arden_20250606_130050.wav	Arden	13	06/06/2025	06/06/2025	0.6134825944900513											
15	Spectrogram	1	Rumble	537.8317947387695	542.6189358234406	196.4777708053589	234.1708242893219	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250606_130050.wav	537.8317947387695	Arden_20250606_130050.wav	Arden	13	06/06/2025	06/06/2025	0.3781096041202545											
16	Spectrogram	1	Rumble	560.6806683540344	566.5916500091553	183.14415216445923	238.7443780899048	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250606_130050.wav	560.6806683540344	Arden_20250606_130050.wav	Arden	13	06/06/2025	06/06/2025	0.2729662656784057											
17	Spectrogram	1	Rumble	723.7706401348114	728.192991733551	106.60866647958755	244.44440007209775	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250606_130050.wav	723.7706401348114	Arden_20250606_130050.wav	Arden	13	06/06/2025	06/06/2025	0.6715397238731384											
18	Spectrogram	1	Rumble	634.6972390115261	637.6359226703644	1.15145742893219	231.8057864904404	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250606_130050.wav	634.6972390115261	Arden_20250606_130050.wav	Arden	13	06/06/2025	06/06/2025	0.5745516419410706											
19	Spectrogram	1	Rumble	642.0641124844551	645.2084912061691	95.66345810890198	232.0859432220459	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250606_130050.wav	642.0641124844551	Arden_20250606_130050.wav	Arden	13	06/06/2025	06/06/2025	0.5245344638824463											
