Selection	View	Channel	Event	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin Path	File Offset (s)	Begin File	Site	Begin Hour	File Start Date	Begin Date	Score	Count	Measurable	Harmonics	Ambiguous	Notes	Analyst	Rand	Deployment	Sound Problems	Call Criteria	Disk
1	Spectrogram	1	Rumble	1459.4069925546646	1463.147624373436	186.93478405475616	223.6720770597458	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250606_110040.wav	1459.4069925546646	Arden_20250606_110040.wav	Arden	11	06/06/2025	06/06/2025	0.2516584396362304											
2	Spectrogram	1	Rumble	2081.945871949196	2091.711410045624	211.1588418483734	228.86988520622253	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250606_110040.wav	2081.945871949196	Arden_20250606_110040.wav	Arden	11	06/06/2025	06/06/2025	0.3699212074279785											
3	Spectrogram	1	Rumble	2075.29851269722	2080.339817762375	206.91877603530884	222.4789261817932	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250606_110040.wav	2075.29851269722	Arden_20250606_110040.wav	Arden	11	06/06/2025	06/06/2025	0.365241527557373											
4	Spectrogram	1	Rumble	2161.4836699962616	2165.90461397171	181.08299374580383	229.6365201473236	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250606_110040.wav	2161.4836699962616	Arden_20250606_110040.wav	Arden	11	06/06/2025	06/06/2025	0.3391514122486114											
5	Spectrogram	1	Rumble	2201.6335439682007	2204.4642597436905	154.77919578552246	224.6716022491455	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250606_110040.wav	2201.6335439682007	Arden_20250606_110040.wav	Arden	11	06/06/2025	06/06/2025	0.631502628326416											
6	Spectrogram	1	Rumble	2220.9158618450165	2223.5969150066376	206.31766319274905	218.49241852760315	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250606_110040.wav	2220.9158618450165	Arden_20250606_110040.wav	Arden	11	06/06/2025	06/06/2025	0.6270292401313782											
7	Spectrogram	1	Rumble	2215.6872304677963	2220.4714634418488	208.1405073404312	221.3509231805801	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250606_110040.wav	2215.6872304677963	Arden_20250606_110040.wav	Arden	11	06/06/2025	06/06/2025	0.6244649887084961											
8	Spectrogram	1	Rumble	2232.875610947609	2240.48713350296	194.3848729133606	221.86636924743647	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250606_110040.wav	2232.875610947609	Arden_20250606_110040.wav	Arden	11	06/06/2025	06/06/2025	0.610402524471283											
9	Spectrogram	1	Rumble	2268.9813487529755	2277.409444332123	172.35320806503296	205.2534222602844	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250606_110040.wav	2268.9813487529755	Arden_20250606_110040.wav	Arden	11	06/06/2025	06/06/2025	0.3609927594661712											
10	Spectrogram	1	Rumble	2198.732715845108	2201.8519308567047	214.89502489566803	223.6718088388443	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250606_110040.wav	2198.732715845108	Arden_20250606_110040.wav	Arden	11	06/06/2025	06/06/2025	0.2697534561157226											
