Selection	View	Channel	Event	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin Path	File Offset (s)	Begin File	Site	Begin Hour	File Start Date	Begin Date	Score	Count	Measurable	Harmonics	Ambiguous	Notes	Analyst	Rand	Deployment	Sound Problems	Call Criteria	Disk
1	Spectrogram	1	Rumble	1820.250769138336	1826.7049076556575	162.06812858581543	238.01732063293457	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250607_170110.wav	1820.250769138336	Arden_20250607_170110.wav	Arden	17	06/07/2025	06/07/2025	0.6784988641738892											
2	Spectrogram	1	Rumble	1821.0155289173128	1826.8546924591067	114.01395499706268	170.96881568431854	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250607_170110.wav	1821.0155289173128	Arden_20250607_170110.wav	Arden	17	06/07/2025	06/07/2025	0.6302302479743958											
3	Spectrogram	1	Rumble	1820.5275235176089	1823.6584491729739	124.29144978523254	170.75341939926147	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250607_170110.wav	1820.5275235176089	Arden_20250607_170110.wav	Arden	17	06/07/2025	06/07/2025	0.3207374513149261											
4	Spectrogram	1	Rumble	2083.00199508667	2087.5274453163147	114.42920565605164	246.18470668792725	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250607_170110.wav	2083.00199508667	Arden_20250607_170110.wav	Arden	17	06/07/2025	06/07/2025	0.3882851302623749											
5	Spectrogram	1	Rumble	2292.263741016388	2297.114567279845	117.72435903549194	238.99397253990173	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250607_170110.wav	2292.263741016388	Arden_20250607_170110.wav	Arden	17	06/07/2025	06/07/2025	0.6500868797302246											
6	Spectrogram	1	Rumble	2234.128503203392	2239.4863426685333	109.7828596830368	246.15220725536344	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250607_170110.wav	2234.128503203392	Arden_20250607_170110.wav	Arden	17	06/07/2025	06/07/2025	0.640626847743988											
7	Spectrogram	1	Rumble	2264.239818572998	2268.701671600371	117.62521415948868	248.66828322410583	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250607_170110.wav	2264.239818572998	Arden_20250607_170110.wav	Arden	17	06/07/2025	06/07/2025	0.4055127501487732											
8	Spectrogram	1	Rumble	2629.6450096666813	2635.858324855595	94.46568787097932	243.05100739002228	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250607_170110.wav	2629.6450096666813	Arden_20250607_170110.wav	Arden	17	06/07/2025	06/07/2025	0.56015944480896											
9	Spectrogram	1	Rumble	3371.2947566509247	3376.8571267128573	92.03389286994934	242.7171766757965	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250607_170110.wav	3371.2947566509247	Arden_20250607_170110.wav	Arden	17	06/07/2025	06/07/2025	0.6300277709960938											
10	Spectrogram	1	Rumble	3371.137982606888	3376.772415161162	168.35036873817444	239.70109224319455	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250607_170110.wav	3371.137982606888	Arden_20250607_170110.wav	Arden	17	06/07/2025	06/07/2025	0.4633920192718506											
