Selection	View	Channel	Event	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin Path	File Offset (s)	Begin File	Site	Begin Hour	File Start Date	Begin Date	Score	Count	Measurable	Harmonics	Ambiguous	Notes	Analyst	Rand	Deployment	Sound Problems	Call Criteria	Disk
1	Spectrogram	1	Rumble	120.58212351799013	125.1693527698517	107.31613636016846	236.62984371185303	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250606_160105.wav	120.58212351799013	Arden_20250606_160105.wav	Arden	16	06/06/2025	06/06/2025	0.7347063422203064											
2	Spectrogram	1	Rumble	141.72245526313782	146.96957635879517	118.63371729850768	246.5571165084839	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250606_160105.wav	141.72245526313782	Arden_20250606_160105.wav	Arden	16	06/06/2025	06/06/2025	0.7183860540390015											
3	Spectrogram	1	Rumble	27.71756887435913	32.513991475105286	120.21704018115996	241.1358207464218	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250606_160105.wav	27.71756887435913	Arden_20250606_160105.wav	Arden	16	06/06/2025	06/06/2025	0.6301504373550415											
4	Spectrogram	1	Rumble	80.28449821472168	85.15245056152344	101.22346878051758	246.8523979187012	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250606_160105.wav	80.28449821472168	Arden_20250606_160105.wav	Arden	16	06/06/2025	06/06/2025	0.6129491329193115											
5	Spectrogram	1	Rumble	2.96051037311554	8.693931102752686	124.1966262459755	240.7635748386383	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250606_160105.wav	2.96051037311554	Arden_20250606_160105.wav	Arden	16	06/06/2025	06/06/2025	0.6066647171974182											
6	Spectrogram	1	Rumble	96.63427734375	101.78611993789673	125.5750060081482	244.97246742248532	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250606_160105.wav	96.63427734375	Arden_20250606_160105.wav	Arden	16	06/06/2025	06/06/2025	0.4353846907615661											
7	Spectrogram	1	Rumble	63.155052185058594	68.85742700099945	58.66913497447968	238.3628636598587	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250606_160105.wav	63.155052185058594	Arden_20250606_160105.wav	Arden	16	06/06/2025	06/06/2025	0.3840279877185821											
8	Spectrogram	1	Rumble	278.5996367931366	283.4319489002228	114.6688461303711	236.86793446540835	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250606_160105.wav	278.5996367931366	Arden_20250606_160105.wav	Arden	16	06/06/2025	06/06/2025	0.6509633660316467											
9	Spectrogram	1	Rumble	185.3684891462326	190.25909787416458	112.67799139022829	243.43490600585935	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250606_160105.wav	185.3684891462326	Arden_20250606_160105.wav	Arden	16	06/06/2025	06/06/2025	0.6109169125556946											
10	Spectrogram	1	Rumble	169.49249866604805	175.8950793147087	31.76696598529816	244.795635342598	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250606_160105.wav	169.49249866604805	Arden_20250606_160105.wav	Arden	16	06/06/2025	06/06/2025	0.5107422471046448											
11	Spectrogram	1	Rumble	229.1153291463852	234.0819275379181	213.6133313179016	235.0444793701172	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250606_160105.wav	229.1153291463852	Arden_20250606_160105.wav	Arden	16	06/06/2025	06/06/2025	0.4234631657600403											
12	Spectrogram	1	Rumble	300.7729392051697	305.6732277870178	121.54072523117064	240.4419481754303	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250606_160105.wav	300.7729392051697	Arden_20250606_160105.wav	Arden	16	06/06/2025	06/06/2025	0.3817844092845917											
13	Spectrogram	1	Rumble	207.84422039985657	211.8798177242279	218.0785983800888	235.3375405073166	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250606_160105.wav	207.84422039985657	Arden_20250606_160105.wav	Arden	16	06/06/2025	06/06/2025	0.3640366196632385											
14	Spectrogram	1	Rumble	248.2648758888245	254.63375544548038	213.5196328163147	235.09225249290463	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250606_160105.wav	248.2648758888245	Arden_20250606_160105.wav	Arden	16	06/06/2025	06/06/2025	0.3077698647975921											
15	Spectrogram	1	Rumble	422.928512096405	428.8817908763885	116.73462390899658	250.0	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250606_160105.wav	422.928512096405	Arden_20250606_160105.wav	Arden	16	06/06/2025	06/06/2025	0.7906078696250916											
16	Spectrogram	1	Rumble	369.9247258901596	374.3858457803726	115.61287939548492	235.4237586259842	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250606_160105.wav	369.9247258901596	Arden_20250606_160105.wav	Arden	16	06/06/2025	06/06/2025	0.7480319142341614											
17	Spectrogram	1	Rumble	389.5733972787857	394.723886013031	110.72978377342224	241.03668332099917	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250606_160105.wav	389.5733972787857	Arden_20250606_160105.wav	Arden	16	06/06/2025	06/06/2025	0.658274233341217											
18	Spectrogram	1	Rumble	464.7872796058655	470.79269909858704	111.43268644809724	237.53927648067477	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250606_160105.wav	464.7872796058655	Arden_20250606_160105.wav	Arden	16	06/06/2025	06/06/2025	0.594052791595459											
19	Spectrogram	1	Rumble	437.92351245880127	442.0113091468811	122.325599193573	242.42061376571652	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250606_160105.wav	437.92351245880127	Arden_20250606_160105.wav	Arden	16	06/06/2025	06/06/2025	0.3130466043949127											
20	Spectrogram	1	Rumble	464.9921214133501	470.8108322620392	119.1612258553505	232.02112317085263	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250606_160105.wav	464.9921214133501	Arden_20250606_160105.wav	Arden	16	06/06/2025	06/06/2025	0.791271984577179											
