Selection	View	Channel	Event	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin Path	File Offset (s)	Begin File	Site	Begin Hour	File Start Date	Begin Date	Score	Count	Measurable	Harmonics	Ambiguous	Notes	Analyst	Rand	Deployment	Sound Problems	Call Criteria	Disk
1	Spectrogram	1	Rumble	157.4087257385254	161.21362924575806	103.65404188632964	235.3314608335495	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250607_050010.wav	157.4087257385254	Arden_20250607_050010.wav	Arden	5	06/07/2025	06/07/2025	0.3824796974658966											
2	Spectrogram	1	Rumble	182.73683232069016	189.0026890039444	108.2829236984253	244.5927262306213	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250607_050010.wav	182.73683232069016	Arden_20250607_050010.wav	Arden	5	06/07/2025	06/07/2025	0.8011826872825623											
3	Spectrogram	1	Rumble	202.69987535476685	208.1450558900833	107.08177834749222	240.4446601867676	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250607_050010.wav	202.69987535476685	Arden_20250607_050010.wav	Arden	5	06/07/2025	06/07/2025	0.7663086652755737											
4	Spectrogram	1	Rumble	170.35691499710083	175.8064308166504	112.67131567001344	242.4134910106659	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250607_050010.wav	170.35691499710083	Arden_20250607_050010.wav	Arden	5	06/07/2025	06/07/2025	0.7633878588676453											
5	Spectrogram	1	Rumble	278.4212694168091	283.5834345817566	114.5687699317932	246.0697591304779	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250607_050010.wav	278.4212694168091	Arden_20250607_050010.wav	Arden	5	06/07/2025	06/07/2025	0.7353315353393555											
6	Spectrogram	1	Rumble	214.39109587669373	219.46185839176178	113.12495917081831	239.86566066741943	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250607_050010.wav	214.39109587669373	Arden_20250607_050010.wav	Arden	5	06/07/2025	06/07/2025	0.6740099787712097											
7	Spectrogram	1	Rumble	157.17297748476267	161.27069199085236	125.46278536319733	236.1286133527756	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250607_050010.wav	157.17297748476267	Arden_20250607_050010.wav	Arden	5	06/07/2025	06/07/2025	0.4468525946140289											
8	Spectrogram	1	Rumble	232.8262689113617	236.72172951698303	224.29807484149933	234.694704413414	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250607_050010.wav	232.8262689113617	Arden_20250607_050010.wav	Arden	5	06/07/2025	06/07/2025	0.438183456659317											
9	Spectrogram	1	Rumble	317.4521476328373	322.54136687517166	116.47182703018188	243.61902475357056	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250607_050010.wav	317.4521476328373	Arden_20250607_050010.wav	Arden	5	06/07/2025	06/07/2025	0.7985641360282898											
10	Spectrogram	1	Rumble	735.994518995285	740.9152865410142	160.1192057132721	241.7495548725128	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250607_050010.wav	735.994518995285	Arden_20250607_050010.wav	Arden	5	06/07/2025	06/07/2025	0.5128248333930969											
11	Spectrogram	1	Rumble	1269.182532966137	1273.279779791832	109.65865105390549	239.7165298461914	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250607_050010.wav	1269.182532966137	Arden_20250607_050010.wav	Arden	5	06/07/2025	06/07/2025	0.597570538520813											
12	Spectrogram	1	Rumble	1261.6208246350288	1266.965272128582	110.73166131973268	239.28037285804749	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250607_050010.wav	1261.6208246350288	Arden_20250607_050010.wav	Arden	5	06/07/2025	06/07/2025	0.3088902235031128											
13	Spectrogram	1	Rumble	2164.964592501521	2168.6243256926537	107.42881894111632	237.26746439933777	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250607_050010.wav	2164.964592501521	Arden_20250607_050010.wav	Arden	5	06/07/2025	06/07/2025	0.7495132684707642											
14	Spectrogram	1	Rumble	2712.7494599819183	2716.6059861183167	107.04322904348372	237.14378476142883	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250607_050010.wav	2712.7494599819183	Arden_20250607_050010.wav	Arden	5	06/07/2025	06/07/2025	0.4056735932826996											
