Selection	View	Channel	Event	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin Path	File Offset (s)	Begin File	Site	Begin Hour	File Start Date	Begin Date	Score	Count	Measurable	Harmonics	Ambiguous	Notes	Analyst	Rand	Deployment	Sound Problems	Call Criteria	Disk
1	Spectrogram	1	Rumble	106.51294827461244	112.26822137834098	53.59090864658356	240.6577914953232	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250607_020155.wav	106.51294827461244	Arden_20250607_020155.wav	Arden	2	06/07/2025	06/07/2025	0.7922394275665283											
2	Spectrogram	1	Rumble	623.8548782616854	628.9200170039985	123.41713905334473	244.052529335022	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250607_020155.wav	623.8548782616854	Arden_20250607_020155.wav	Arden	2	06/07/2025	06/07/2025	0.4589685201644897											
3	Spectrogram	1	Rumble	791.1524285078049	797.8581796884391	125.86763501167296	241.028755903244	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250607_020155.wav	791.1524285078049	Arden_20250607_020155.wav	Arden	2	06/07/2025	06/07/2025	0.6258773803710938											
4	Spectrogram	1	Rumble	886.5190970897675	892.1996390819695	47.73752391338349	196.4302957057953	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250607_020155.wav	886.5190970897675	Arden_20250607_020155.wav	Arden	2	06/07/2025	06/07/2025	0.3865581154823303											
5	Spectrogram	1	Rumble	885.7403392791748	892.9076735973504	117.4597144126892	239.1261160373688	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250607_020155.wav	885.7403392791748	Arden_20250607_020155.wav	Arden	2	06/07/2025	06/07/2025	0.329654723405838											
6	Spectrogram	1	Rumble	1040.6706218719482	1046.2414278983924	116.18173122406006	242.9826557636261	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250607_020155.wav	1040.6706218719482	Arden_20250607_020155.wav	Arden	2	06/07/2025	06/07/2025	0.8296815156936646											
7	Spectrogram	1	Rumble	970.189017534256	978.2884477376938	94.26729381084442	242.5944656133652	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250607_020155.wav	970.189017534256	Arden_20250607_020155.wav	Arden	2	06/07/2025	06/07/2025	0.3035295605659485											
8	Spectrogram	1	Rumble	1214.2149531841278	1220.0003533363342	119.33407187461852	250.0	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250607_020155.wav	1214.2149531841278	Arden_20250607_020155.wav	Arden	2	06/07/2025	06/07/2025	0.846295177936554											
9	Spectrogram	1	Rumble	1128.5209439992905	1134.2878544330742	115.77513813972472	249.420166015625	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250607_020155.wav	1128.5209439992905	Arden_20250607_020155.wav	Arden	2	06/07/2025	06/07/2025	0.7594685554504395											
10	Spectrogram	1	Rumble	1095.7713454663754	1102.5348592996597	128.77383828163147	240.6109869480133	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250607_020155.wav	1095.7713454663754	Arden_20250607_020155.wav	Arden	2	06/07/2025	06/07/2025	0.7443442344665527											
11	Spectrogram	1	Rumble	1150.6061086654663	1156.7266893386695	134.30875539779663	248.18503856658936	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250607_020155.wav	1150.6061086654663	Arden_20250607_020155.wav	Arden	2	06/07/2025	06/07/2025	0.7208705544471741											
12	Spectrogram	1	Rumble	1301.387162566185	1305.9546655416343	95.41577100753784	241.96141958236691	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250607_020155.wav	1301.387162566185	Arden_20250607_020155.wav	Arden	2	06/07/2025	06/07/2025	0.7826979160308838											
13	Spectrogram	1	Rumble	1386.3292174339294	1391.8810400962975	120.37596106529236	241.7750060558319	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250607_020155.wav	1386.3292174339294	Arden_20250607_020155.wav	Arden	2	06/07/2025	06/07/2025	0.7111512422561646											
14	Spectrogram	1	Rumble	1386.2707103891298	1392.2651980817318	116.66408181190492	242.53752827644348	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250607_020155.wav	1386.2707103891298	Arden_20250607_020155.wav	Arden	2	06/07/2025	06/07/2025	0.7409133315086365											
15	Spectrogram	1	Rumble	1529.952111005783	1535.4887919425964	90.40313959121704	245.5600202083588	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250607_020155.wav	1529.952111005783	Arden_20250607_020155.wav	Arden	2	06/07/2025	06/07/2025	0.3719840049743652											
16	Spectrogram	1	Rumble	1573.78220140934	1580.052537560463	117.31325089931488	241.876021027565	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250607_020155.wav	1573.78220140934	Arden_20250607_020155.wav	Arden	2	06/07/2025	06/07/2025	0.8218370079994202											
17	Spectrogram	1	Rumble	1614.556048154831	1620.0357105731819	114.9873211979866	248.81625175476077	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250607_020155.wav	1614.556048154831	Arden_20250607_020155.wav	Arden	2	06/07/2025	06/07/2025	0.2961990535259247											
18	Spectrogram	1	Rumble	1754.0427091121674	1756.9277747869783	121.2293803691864	242.50999093055725	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250607_020155.wav	1754.0427091121674	Arden_20250607_020155.wav	Arden	2	06/07/2025	06/07/2025	0.3445437550544739											
19	Spectrogram	1	Rumble	1862.2530606985088	1868.069986969232	109.01975631713869	241.84110760688785	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250607_020155.wav	1862.2530606985088	Arden_20250607_020155.wav	Arden	2	06/07/2025	06/07/2025	0.6556634306907654											
20	Spectrogram	1	Rumble	2329.8522623479366	2337.5173662304733	141.167014837265	242.62788891792297	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250607_020155.wav	2329.8522623479366	Arden_20250607_020155.wav	Arden	2	06/07/2025	06/07/2025	0.742877721786499											
21	Spectrogram	1	Rumble	2607.253069639206	2611.546193599701	114.45477604866028	240.1576042175293	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250607_020155.wav	2607.253069639206	Arden_20250607_020155.wav	Arden	2	06/07/2025	06/07/2025	0.5070262551307678											
22	Spectrogram	1	Rumble	2597.9892172813416	2602.816680908203	119.97254937887192	242.04763770103452	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250607_020155.wav	2597.9892172813416	Arden_20250607_020155.wav	Arden	2	06/07/2025	06/07/2025	0.4981946945190429											
