Selection	View	Channel	Event	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin Path	File Offset (s)	Begin File	Site	Begin Hour	File Start Date	Begin Date	Score	Count	Measurable	Harmonics	Ambiguous	Notes	Analyst	Rand	Deployment	Sound Problems	Call Criteria	Disk
1	Spectrogram	1	Rumble	292.1422436237335	296.8058559894562	135.7419192790985	226.13844275474548	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250605_180115.wav	292.1422436237335	Arden_20250605_180115.wav	Arden	18	06/05/2025	06/05/2025	0.4090746343135834											
2	Spectrogram	1	Rumble	269.7627537250519	276.42125177383423	158.1292450428009	184.86231565475464	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250605_180115.wav	269.7627537250519	Arden_20250605_180115.wav	Arden	18	06/05/2025	06/05/2025	0.274318516254425											
3	Spectrogram	1	Rumble	706.6787991523743	710.9636435508728	178.61559987068176	226.82037949562076	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250605_180115.wav	706.6787991523743	Arden_20250605_180115.wav	Arden	18	06/05/2025	06/05/2025	0.2839099466800689											
4	Spectrogram	1	Rumble	1092.150168567896	1095.869820445776	206.6928744316101	224.20477867126465	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250605_180115.wav	1092.150168567896	Arden_20250605_180115.wav	Arden	18	06/05/2025	06/05/2025	0.4032613933086395											
5	Spectrogram	1	Rumble	1359.3465452194214	1368.3539071083105	178.63018810749054	201.81851089000705	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250605_180115.wav	1359.3465452194214	Arden_20250605_180115.wav	Arden	18	06/05/2025	06/05/2025	0.6423689723014832											
6	Spectrogram	1	Rumble	1348.5116093158722	1355.2566566467285	206.30541443824768	218.3741629123688	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250605_180115.wav	1348.5116093158722	Arden_20250605_180115.wav	Arden	18	06/05/2025	06/05/2025	0.3067317008972168											
7	Spectrogram	1	Rumble	1314.3187777996063	1319.0443255901337	206.76222443580627	220.23162245750427	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250605_180115.wav	1314.3187777996063	Arden_20250605_180115.wav	Arden	18	06/05/2025	06/05/2025	0.2769944965839386											
8	Spectrogram	1	Rumble	1422.2012313604357	1426.9021946191808	179.19346690177915	204.70961928367612	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250605_180115.wav	1422.2012313604357	Arden_20250605_180115.wav	Arden	18	06/05/2025	06/05/2025	0.4691692292690277											
9	Spectrogram	1	Rumble	1528.9828743934631	1532.2733306884766	199.36969876289368	221.08516097068787	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250605_180115.wav	1528.9828743934631	Arden_20250605_180115.wav	Arden	18	06/05/2025	06/05/2025	0.3352011740207672											
10	Spectrogram	1	Rumble	1422.166944980621	1426.840972781181	180.32918870449063	197.7422684431076	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250605_180115.wav	1422.166944980621	Arden_20250605_180115.wav	Arden	18	06/05/2025	06/05/2025	0.3219615221023559											
