Selection	View	Channel	Event	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin Path	File Offset (s)	Begin File	Site	Begin Hour	File Start Date	Begin Date	Score	Count	Measurable	Harmonics	Ambiguous	Notes	Analyst	Rand	Deployment	Sound Problems	Call Criteria	Disk
1	Spectrogram	1	Rumble	252.3340606689453	257.4936549663398	133.4647238254547	246.05870246887207	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250606_150100.wav	252.3340606689453	Arden_20250606_150100.wav	Arden	15	06/06/2025	06/06/2025	0.4865454435348511											
2	Spectrogram	1	Rumble	252.22056126594543	257.7099792957015	49.1577610373497	247.19277024269104	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250606_150100.wav	252.22056126594543	Arden_20250606_150100.wav	Arden	15	06/06/2025	06/06/2025	0.3482660055160522											
3	Spectrogram	1	Rumble	616.2975947856903	619.8272883892205	204.36915755271912	229.4401228427887	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250606_150100.wav	616.2975947856903	Arden_20250606_150100.wav	Arden	15	06/06/2025	06/06/2025	0.2807402014732361											
4	Spectrogram	1	Rumble	733.3953621387482	736.3138930797431	56.12793564796448	237.180769443512	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250606_150100.wav	733.3953621387482	Arden_20250606_150100.wav	Arden	15	06/06/2025	06/06/2025	0.7260119318962097											
5	Spectrogram	1	Rumble	727.1904511451721	732.2977581024315	81.17493987083435	237.71414160728452	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250606_150100.wav	727.1904511451721	Arden_20250606_150100.wav	Arden	15	06/06/2025	06/06/2025	0.6923831701278687											
6	Spectrogram	1	Rumble	861.3678307533264	869.0742163657997	88.6586606502533	243.058979511261	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250606_150100.wav	861.3678307533264	Arden_20250606_150100.wav	Arden	15	06/06/2025	06/06/2025	0.6286219954490662											
7	Spectrogram	1	Rumble	1048.8481311798096	1055.9225916862488	124.88916516304016	244.5460855960846	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250606_150100.wav	1048.8481311798096	Arden_20250606_150100.wav	Arden	15	06/06/2025	06/06/2025	0.8377238512039185											
8	Spectrogram	1	Rumble	1019.8139946460724	1024.9547228813026	111.3155037164688	247.43516743183136	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250606_150100.wav	1019.8139946460724	Arden_20250606_150100.wav	Arden	15	06/06/2025	06/06/2025	0.8133866786956787											
9	Spectrogram	1	Rumble	967.3612880706788	974.7244384288789	114.44742232561111	247.29156494140625	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250606_150100.wav	967.3612880706788	Arden_20250606_150100.wav	Arden	15	06/06/2025	06/06/2025	0.6443004608154297											
10	Spectrogram	1	Rumble	937.9254876971244	945.0397502184059	138.08487355709076	244.27197873592377	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250606_150100.wav	937.9254876971244	Arden_20250606_150100.wav	Arden	15	06/06/2025	06/06/2025	0.6411539316177368											
11	Spectrogram	1	Rumble	1108.0758608579636	1114.6371693611145	119.27486211061478	245.6722855567932	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250606_150100.wav	1108.0758608579636	Arden_20250606_150100.wav	Arden	15	06/06/2025	06/06/2025	0.7989846467971802											
12	Spectrogram	1	Rumble	1180.8530299663544	1186.8004925251007	120.0377568602562	245.9101378917694	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250606_150100.wav	1180.8530299663544	Arden_20250606_150100.wav	Arden	15	06/06/2025	06/06/2025	0.7715052366256714											
13	Spectrogram	1	Rumble	1086.2791318893433	1091.4303171038628	124.26895648241045	250.0	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250606_150100.wav	1086.2791318893433	Arden_20250606_150100.wav	Arden	15	06/06/2025	06/06/2025	0.753332257270813											
14	Spectrogram	1	Rumble	1220.9377522468567	1228.0089869499207	122.68545478582382	248.750239610672	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250606_150100.wav	1220.9377522468567	Arden_20250606_150100.wav	Arden	15	06/06/2025	06/06/2025	0.7346509695053101											
15	Spectrogram	1	Rumble	1190.271241903305	1194.8608758449554	120.27805298566818	241.1738634109497	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250606_150100.wav	1190.271241903305	Arden_20250606_150100.wav	Arden	15	06/06/2025	06/06/2025	0.7189222574234009											
16	Spectrogram	1	Rumble	1153.7224448919296	1158.9080508947518	117.15973168611526	246.20503187179563	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250606_150100.wav	1153.7224448919296	Arden_20250606_150100.wav	Arden	15	06/06/2025	06/06/2025	0.6620720624923706											
17	Spectrogram	1	Rumble	1261.9255237579346	1266.9160321950912	118.2057410478592	248.16294014453888	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250606_150100.wav	1261.9255237579346	Arden_20250606_150100.wav	Arden	15	06/06/2025	06/06/2025	0.8611421585083008											
18	Spectrogram	1	Rumble	1245.8845102190971	1251.1594893038418	113.97135257720949	244.99958753585813	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250606_150100.wav	1245.8845102190971	Arden_20250606_150100.wav	Arden	15	06/06/2025	06/06/2025	0.8144749999046326											
19	Spectrogram	1	Rumble	1293.0866035223007	1298.541573882103	120.3250288963318	245.50330638885495	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250606_150100.wav	1293.0866035223007	Arden_20250606_150100.wav	Arden	15	06/06/2025	06/06/2025	0.7410861253738403											
