Selection	View	Channel	Event	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin Path	File Offset (s)	Begin File	Site	Begin Hour	File Start Date	Begin Date	Score	Count	Measurable	Harmonics	Ambiguous	Notes	Analyst	Rand	Deployment	Sound Problems	Call Criteria	Disk
1	Spectrogram	1	Rumble	243.73520278930664	252.30025815963745	192.34636425971985	210.6383740901947	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250606_090030.wav	243.73520278930664	Arden_20250606_090030.wav	Arden	9	06/06/2025	06/06/2025	0.4756694734096527											
2	Spectrogram	1	Rumble	325.766212284565	331.5649946331978	195.49322128295896	207.8273296356201	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250606_090030.wav	325.766212284565	Arden_20250606_090030.wav	Arden	9	06/06/2025	06/06/2025	0.487782210111618											
3	Spectrogram	1	Rumble	333.0508778691292	337.3356122970581	183.39544534683228	218.2172536849976	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250606_090030.wav	333.0508778691292	Arden_20250606_090030.wav	Arden	9	06/06/2025	06/06/2025	0.4703595042228699											
4	Spectrogram	1	Rumble	308.0	309.7139373011887	192.8147524595261	205.40489256381989	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250606_090030.wav	308.0	Arden_20250606_090030.wav	Arden	9	06/06/2025	06/06/2025	0.3097695112228393											
5	Spectrogram	1	Rumble	617.5849347114563	620.9647262096405	193.78000497817996	225.78084468841556	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250606_090030.wav	617.5849347114563	Arden_20250606_090030.wav	Arden	9	06/06/2025	06/06/2025	0.2618636786937713											
6	Spectrogram	1	Rumble	641.0997170209885	647.3250727653503	210.8454406261444	227.7386486530304	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250606_090030.wav	641.0997170209885	Arden_20250606_090030.wav	Arden	9	06/06/2025	06/06/2025	0.405869722366333											
7	Spectrogram	1	Rumble	622.1569674909115	629.2783218920231	177.16199159622192	202.3727297782898	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250606_090030.wav	622.1569674909115	Arden_20250606_090030.wav	Arden	9	06/06/2025	06/06/2025	0.3474754691123962											
8	Spectrogram	1	Rumble	1523.7967503070831	1529.7077026367188	211.8237465620041	225.54652392864227	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250606_090030.wav	1523.7967503070831	Arden_20250606_090030.wav	Arden	9	06/06/2025	06/06/2025	0.6924750208854675											
9	Spectrogram	1	Rumble	1517.4737944602966	1524.2606990337372	197.1350610256195	214.5879566669464	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250606_090030.wav	1517.4737944602966	Arden_20250606_090030.wav	Arden	9	06/06/2025	06/06/2025	0.4261564612388611											
10	Spectrogram	1	Rumble	1516.6964931488037	1524.482184648521	199.6215581893921	217.6923155784607	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250606_090030.wav	1516.6964931488037	Arden_20250606_090030.wav	Arden	9	06/06/2025	06/06/2025	0.3210151493549347											
11	Spectrogram	1	Rumble	1529.102923154831	1531.6639275550915	195.74986398220065	214.08046782016757	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250606_090030.wav	1529.102923154831	Arden_20250606_090030.wav	Arden	9	06/06/2025	06/06/2025	0.2606201469898224											
12	Spectrogram	1	Rumble	1567.6871998906136	1573.63163459301	205.73556423187256	228.4626066684723	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250606_090030.wav	1567.6871998906136	Arden_20250606_090030.wav	Arden	9	06/06/2025	06/06/2025	0.2713235318660736											
13	Spectrogram	1	Rumble	2119.6179327964783	2122.451019048691	209.57350730896	224.96673464775083	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250606_090030.wav	2119.6179327964783	Arden_20250606_090030.wav	Arden	9	06/06/2025	06/06/2025	0.3342213928699493											
14	Spectrogram	1	Rumble	2335.56954061985	2338.9162358641624	184.1624677181244	227.21153497695923	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250606_090030.wav	2335.56954061985	Arden_20250606_090030.wav	Arden	9	06/06/2025	06/06/2025	0.4469750225543976											
15	Spectrogram	1	Rumble	2338.1866788864136	2342.343077659607	157.8446924686432	230.73360323905945	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250606_090030.wav	2338.1866788864136	Arden_20250606_090030.wav	Arden	9	06/06/2025	06/06/2025	0.3823915719985962											
16	Spectrogram	1	Rumble	2337.920229971409	2342.3046050667763	177.77736485004425	231.7422181367874	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250606_090030.wav	2337.920229971409	Arden_20250606_090030.wav	Arden	9	06/06/2025	06/06/2025	0.3023504018783569											
17	Spectrogram	1	Rumble	2337.954494357109	2342.2000426054	199.00992512702945	230.814665555954	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250606_090030.wav	2337.954494357109	Arden_20250606_090030.wav	Arden	9	06/06/2025	06/06/2025	0.2552487552165985											
