Selection	View	Channel	Event	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin Path	File Offset (s)	Begin File	Site	Begin Hour	File Start Date	Begin Date	Score	Count	Measurable	Harmonics	Ambiguous	Notes	Analyst	Rand	Deployment	Sound Problems	Call Criteria	Disk
1	Spectrogram	1	Rumble	234.79471278190613	238.8431351184845	219.0909683704376	235.7707321643829	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250606_140055.wav	234.79471278190613	Arden_20250606_140055.wav	Arden	14	06/06/2025	06/06/2025	0.3895222246646881											
2	Spectrogram	1	Rumble	234.84319758415225	238.80654668807986	189.3908828496933	239.6620362997055	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250606_140055.wav	234.84319758415225	Arden_20250606_140055.wav	Arden	14	06/06/2025	06/06/2025	0.3321380913257599											
3	Spectrogram	1	Rumble	528.5432894229889	533.7717497348785	115.5962496995926	242.7552491426468	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250606_140055.wav	528.5432894229889	Arden_20250606_140055.wav	Arden	14	06/06/2025	06/06/2025	0.8042170405387878											
4	Spectrogram	1	Rumble	681.2456171512604	685.6185553073883	90.09005129337312	240.82960188388824	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250606_140055.wav	681.2456171512604	Arden_20250606_140055.wav	Arden	14	06/06/2025	06/06/2025	0.5158864855766296											
5	Spectrogram	1	Rumble	681.3559982776642	685.8379783630371	32.68793970346451	239.75655436515808	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250606_140055.wav	681.3559982776642	Arden_20250606_140055.wav	Arden	14	06/06/2025	06/06/2025	0.4465523958206177											
6	Spectrogram	1	Rumble	898.8450872898102	905.1634292602539	112.98123747110368	247.78291583061215	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250606_140055.wav	898.8450872898102	Arden_20250606_140055.wav	Arden	14	06/06/2025	06/06/2025	0.8071428537368774											
7	Spectrogram	1	Rumble	803.891182243824	808.5133308172226	5.5202096700668335	238.8361394405365	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250606_140055.wav	803.891182243824	Arden_20250606_140055.wav	Arden	14	06/06/2025	06/06/2025	0.7825444936752319											
8	Spectrogram	1	Rumble	843.6552963256836	848.0974719524384	115.7539114356041	242.36509203910828	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250606_140055.wav	843.6552963256836	Arden_20250606_140055.wav	Arden	14	06/06/2025	06/06/2025	0.4250138998031616											
9	Spectrogram	1	Rumble	914.2095007896424	920.2566211223603	101.98801010847092	246.2624311447144	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250606_140055.wav	914.2095007896424	Arden_20250606_140055.wav	Arden	14	06/06/2025	06/06/2025	0.3496944606304168											
10	Spectrogram	1	Rumble	1039.2864198684692	1044.9788777828217	123.89113008975984	249.29402768611908	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250606_140055.wav	1039.2864198684692	Arden_20250606_140055.wav	Arden	14	06/06/2025	06/06/2025	0.7971439957618713											
11	Spectrogram	1	Rumble	933.7483014315368	940.224713265896	114.8667335510254	246.54072523117063	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250606_140055.wav	933.7483014315368	Arden_20250606_140055.wav	Arden	14	06/06/2025	06/06/2025	0.7223204970359802											
12	Spectrogram	1	Rumble	1014.3874700069427	1018.7261853218079	113.57294023036955	243.6952441930771	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250606_140055.wav	1014.3874700069427	Arden_20250606_140055.wav	Arden	14	06/06/2025	06/06/2025	0.6843298673629761											
13	Spectrogram	1	Rumble	957.2414858937263	964.1479113698006	109.11977291107178	244.9164986610413	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250606_140055.wav	957.2414858937263	Arden_20250606_140055.wav	Arden	14	06/06/2025	06/06/2025	0.4618392586708069											
14	Spectrogram	1	Rumble	1071.1384227275848	1075.5965514183044	143.26326549053192	247.9171007871628	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250606_140055.wav	1071.1384227275848	Arden_20250606_140055.wav	Arden	14	06/06/2025	06/06/2025	0.3398940563201904											
15	Spectrogram	1	Rumble	934.1248815953732	940.0980369448662	157.4975848197937	243.3769106864929	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250606_140055.wav	934.1248815953732	Arden_20250606_140055.wav	Arden	14	06/06/2025	06/06/2025	0.2609525918960571											
16	Spectrogram	1	Rumble	1129.0312612056732	1133.3584516048431	50.79904943704605	242.61918663978577	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250606_140055.wav	1129.0312612056732	Arden_20250606_140055.wav	Arden	14	06/06/2025	06/06/2025	0.7726262807846069											
17	Spectrogram	1	Rumble	1249.4489801824093	1253.290737271309	221.36791050434115	235.20250618457797	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250606_140055.wav	1249.4489801824093	Arden_20250606_140055.wav	Arden	14	06/06/2025	06/06/2025	0.4718229472637176											
18	Spectrogram	1	Rumble	1249.5801860690117	1253.816780269146	113.59117925167084	241.5036112070084	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250606_140055.wav	1249.5801860690117	Arden_20250606_140055.wav	Arden	14	06/06/2025	06/06/2025	0.3798732459545135											
19	Spectrogram	1	Rumble	1398.618904143572	1406.3069674372675	114.93361741304398	242.5912022590637	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250606_140055.wav	1398.618904143572	Arden_20250606_140055.wav	Arden	14	06/06/2025	06/06/2025	0.592391312122345											
20	Spectrogram	1	Rumble	1632.4997162818909	1637.7084307670593	111.03428155183792	242.64687299728396	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250606_140055.wav	1632.4997162818909	Arden_20250606_140055.wav	Arden	14	06/06/2025	06/06/2025	0.7725456953048706											
21	Spectrogram	1	Rumble	1599.9638822078705	1606.2995017766953	105.59485107660294	245.7709014415741	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250606_140055.wav	1599.9638822078705	Arden_20250606_140055.wav	Arden	14	06/06/2025	06/06/2025	0.6656283736228943											
22	Spectrogram	1	Rumble	1667.2798199653623	1672.4931874275205	54.07485365867615	243.1145012378693	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250606_140055.wav	1667.2798199653623	Arden_20250606_140055.wav	Arden	14	06/06/2025	06/06/2025	0.6093325018882751											
23	Spectrogram	1	Rumble	1570.129922389984	1575.1325886845586	102.5390326976776	244.96740102767944	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250606_140055.wav	1570.129922389984	Arden_20250606_140055.wav	Arden	14	06/06/2025	06/06/2025	0.4150020778179168											
24	Spectrogram	1	Rumble	1715.0937237739563	1720.796220779419	21.496504545211792	243.1465983390808	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250606_140055.wav	1715.0937237739563	Arden_20250606_140055.wav	Arden	14	06/06/2025	06/06/2025	0.7229600548744202											
25	Spectrogram	1	Rumble	1788.2525494098663	1793.771028995514	115.32500386238098	246.65352702140808	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250606_140055.wav	1788.2525494098663	Arden_20250606_140055.wav	Arden	14	06/06/2025	06/06/2025	0.706167995929718											
26	Spectrogram	1	Rumble	1953.1127247810364	1959.895895242691	82.24242180585861	242.2776222229004	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250606_140055.wav	1953.1127247810364	Arden_20250606_140055.wav	Arden	14	06/06/2025	06/06/2025	0.6601821184158325											
27	Spectrogram	1	Rumble	1975.769985675812	1982.1932151317599	70.6116184592247	242.08703637123108	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250606_140055.wav	1975.769985675812	Arden_20250606_140055.wav	Arden	14	06/06/2025	06/06/2025	0.4092371165752411											
28	Spectrogram	1	Rumble	2154.535240650177	2159.4485301971436	110.4501485824585	243.57691407203677	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250606_140055.wav	2154.535240650177	Arden_20250606_140055.wav	Arden	14	06/06/2025	06/06/2025	0.7127450704574585											
29	Spectrogram	1	Rumble	2117.9070448875427	2123.9355239868164	112.04893887043	240.06126821041107	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250606_140055.wav	2117.9070448875427	Arden_20250606_140055.wav	Arden	14	06/06/2025	06/06/2025	0.6711423397064209											
30	Spectrogram	1	Rumble	2132.0954575538635	2138.8502898216248	139.68168199062347	237.87949979305267	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250606_140055.wav	2132.0954575538635	Arden_20250606_140055.wav	Arden	14	06/06/2025	06/06/2025	0.6212663650512695											
31	Spectrogram	1	Rumble	2101.71134185791	2110.100825548172	100.49204528331757	239.44975435733795	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250606_140055.wav	2101.71134185791	Arden_20250606_140055.wav	Arden	14	06/06/2025	06/06/2025	0.5420252084732056											
32	Spectrogram	1	Rumble	2136.0875651836395	2139.7274346351624	207.58461952209475	226.563960313797	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250606_140055.wav	2136.0875651836395	Arden_20250606_140055.wav	Arden	14	06/06/2025	06/06/2025	0.331854909658432											
33	Spectrogram	1	Rumble	2156.0105351805687	2159.315330721438	110.80679297447205	242.8625524044037	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250606_140055.wav	2156.0105351805687	Arden_20250606_140055.wav	Arden	14	06/06/2025	06/06/2025	0.67580646276474											
34	Spectrogram	1	Rumble	2251.8139946460724	2259.4377703666687	161.73797845840454	244.14187669754028	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250606_140055.wav	2251.8139946460724	Arden_20250606_140055.wav	Arden	14	06/06/2025	06/06/2025	0.6138092279434204											
35	Spectrogram	1	Rumble	2280.4464404582977	2286.5100123882294	108.06619375944138	246.18566036224365	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250606_140055.wav	2280.4464404582977	Arden_20250606_140055.wav	Arden	14	06/06/2025	06/06/2025	0.4982317388057709											
36	Spectrogram	1	Rumble	2228.2655420303345	2234.915247321129	126.97257101535796	246.0074871778488	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250606_140055.wav	2228.2655420303345	Arden_20250606_140055.wav	Arden	14	06/06/2025	06/06/2025	0.3552573919296264											
37	Spectrogram	1	Rumble	2156.0	2159.097129561007	102.83664613962172	175.18183588981628	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250606_140055.wav	2156.0	Arden_20250606_140055.wav	Arden	14	06/06/2025	06/06/2025	0.3135523796081543											
38	Spectrogram	1	Rumble	2467.448481321335	2472.7323863506317	49.58557337522507	240.53698778152463	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250606_140055.wav	2467.448481321335	Arden_20250606_140055.wav	Arden	14	06/06/2025	06/06/2025	0.5890205502510071											
39	Spectrogram	1	Rumble	2467.505382537842	2472.9332072734833	113.87835443019868	240.12519419193268	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250606_140055.wav	2467.505382537842	Arden_20250606_140055.wav	Arden	14	06/06/2025	06/06/2025	0.4908312857151031											
40	Spectrogram	1	Rumble	2467.480749368668	2472.539872720838	112.34699189662932	238.5338693857193	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250606_140055.wav	2467.480749368668	Arden_20250606_140055.wav	Arden	14	06/06/2025	06/06/2025	0.5070589184761047											
41	Spectrogram	1	Rumble	2467.5451572984457	2472.3351814448833	64.7769346833229	238.36639523506165	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250606_140055.wav	2467.5451572984457	Arden_20250606_140055.wav	Arden	14	06/06/2025	06/06/2025	0.3286266922950744											
42	Spectrogram	1	Rumble	2723.627347946167	2729.107401371002	129.19998168945312	247.93243408203125	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250606_140055.wav	2723.627347946167	Arden_20250606_140055.wav	Arden	14	06/06/2025	06/06/2025	0.6522687673568726											
43	Spectrogram	1	Rumble	2721.3952679634094	2724.2723228931427	212.63131499290463	226.8741726875305	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250606_140055.wav	2721.3952679634094	Arden_20250606_140055.wav	Arden	14	06/06/2025	06/06/2025	0.2507965564727783											
44	Spectrogram	1	Rumble	3016.169347047806	3021.0974068641663	88.88718485832214	239.88986015319824	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250606_140055.wav	3016.169347047806	Arden_20250606_140055.wav	Arden	14	06/06/2025	06/06/2025	0.7134199738502502											
45	Spectrogram	1	Rumble	3014.9671292304997	3017.9729230403905	83.20063352584839	238.6244833469391	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250606_140055.wav	3014.9671292304997	Arden_20250606_140055.wav	Arden	14	06/06/2025	06/06/2025	0.2533664405345917											
