Selection	View	Channel	Event	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin Path	File Offset (s)	Begin File	Site	Begin Hour	File Start Date	Begin Date	Score	Count	Measurable	Harmonics	Ambiguous	Notes	Analyst	Rand	Deployment	Sound Problems	Call Criteria	Disk
1	Spectrogram	1	Rumble	40.929220497608185	44.84331989289785	106.794536113739	244.55991387367249	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250606_200125.wav	40.929220497608185	Arden_20250606_200125.wav	Arden	20	06/06/2025	06/06/2025	0.6366241574287415											
2	Spectrogram	1	Rumble	40.7748144865036	46.97857689856028	108.03192853927612	245.9719181060791	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250606_200125.wav	40.7748144865036	Arden_20250606_200125.wav	Arden	20	06/06/2025	06/06/2025	0.5972688794136047											
3	Spectrogram	1	Rumble	42.4494903087616	50.37983953951334	114.65120315551758	247.01622128486636	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250606_200125.wav	42.4494903087616	Arden_20250606_200125.wav	Arden	20	06/06/2025	06/06/2025	0.5722143650054932											
4	Spectrogram	1	Rumble	51.595845222473145	54.704126715660095	119.9508011341095	246.93816900253296	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250606_200125.wav	51.595845222473145	Arden_20250606_200125.wav	Arden	20	06/06/2025	06/06/2025	0.506464958190918											
5	Spectrogram	1	Rumble	310.8387653827667	316.1425042152405	123.00872057676315	241.2896752357483	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250606_200125.wav	310.8387653827667	Arden_20250606_200125.wav	Arden	20	06/06/2025	06/06/2025	0.6661327481269836											
6	Spectrogram	1	Rumble	296.0642828941345	301.85899877549673	116.87591671943665	243.64718794822693	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250606_200125.wav	296.0642828941345	Arden_20250606_200125.wav	Arden	20	06/06/2025	06/06/2025	0.5919361114501953											
7	Spectrogram	1	Rumble	188.9835907816887	195.07088947297598	69.27020102739334	244.9202537536621	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250606_200125.wav	188.9835907816887	Arden_20250606_200125.wav	Arden	20	06/06/2025	06/06/2025	0.3971773386001587											
8	Spectrogram	1	Rumble	429.5706171989441	435.2720584869385	109.91769284009932	246.0337281227112	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250606_200125.wav	429.5706171989441	Arden_20250606_200125.wav	Arden	20	06/06/2025	06/06/2025	0.7779841423034668											
9	Spectrogram	1	Rumble	336.9814532995224	342.4133005142212	122.6842999458313	243.67541074752808	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250606_200125.wav	336.9814532995224	Arden_20250606_200125.wav	Arden	20	06/06/2025	06/06/2025	0.7267470955848694											
10	Spectrogram	1	Rumble	311.00089064985514	316.208621814847	121.52254581451416	242.9642379283905	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250606_200125.wav	311.00089064985514	Arden_20250606_200125.wav	Arden	20	06/06/2025	06/06/2025	0.7137765884399414											
