Selection	View	Channel	Event	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin Path	File Offset (s)	Begin File	Site	Begin Hour	File Start Date	Begin Date	Score	Count	Measurable	Harmonics	Ambiguous	Notes	Analyst	Rand	Deployment	Sound Problems	Call Criteria	Disk
1	Spectrogram	1	Rumble	13.983983486890793	19.145604908495443	111.89751327037813	243.0902868509293	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250606_190120.wav	13.983983486890793	Arden_20250606_190120.wav	Arden	19	06/06/2025	06/06/2025	0.8147969245910645											
2	Spectrogram	1	Rumble	43.75936198234558	49.67868673798512	54.78787422180176	248.05039167404172	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250606_190120.wav	43.75936198234558	Arden_20250606_190120.wav	Arden	19	06/06/2025	06/06/2025	0.7732793688774109											
3	Spectrogram	1	Rumble	25.76528823375702	31.867816627040156	111.32948100566864	246.43756449222565	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250606_190120.wav	25.76528823375702	Arden_20250606_190120.wav	Arden	19	06/06/2025	06/06/2025	0.7586799263954163											
4	Spectrogram	1	Rumble	154.97942209243774	161.37452840803599	19.737012684345245	240.70262908935547	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250606_190120.wav	154.97942209243774	Arden_20250606_190120.wav	Arden	19	06/06/2025	06/06/2025	0.7476149797439575											
5	Spectrogram	1	Rumble	100.96120381355286	106.3639748096466	58.58409404754639	243.1504428386688	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250606_190120.wav	100.96120381355286	Arden_20250606_190120.wav	Arden	19	06/06/2025	06/06/2025	0.7348134517669678											
6	Spectrogram	1	Rumble	124.2876136302948	129.80239820480347	51.0527640581131	245.9016889333725	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250606_190120.wav	124.2876136302948	Arden_20250606_190120.wav	Arden	19	06/06/2025	06/06/2025	0.5966336131095886											
7	Spectrogram	1	Rumble	0.0257345786085352	2.7995214015390957	17.600499093532562	246.444433927536	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250606_190120.wav	0.0257345786085352	Arden_20250606_190120.wav	Arden	19	06/06/2025	06/06/2025	0.504970908164978											
8	Spectrogram	1	Rumble	64.82681012153625	68.91778373718262	77.30840146541595	239.1687482595444	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250606_190120.wav	64.82681012153625	Arden_20250606_190120.wav	Arden	19	06/06/2025	06/06/2025	0.5036072134971619											
9	Spectrogram	1	Rumble	0.0	2.0738298892974854	5.669742822647095	214.22749757766724	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250606_190120.wav	0.0	Arden_20250606_190120.wav	Arden	19	06/06/2025	06/06/2025	0.3259843289852142											
10	Spectrogram	1	Rumble	76.9312756061554	81.26922357082367	94.73203122615814	236.37031018733975	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250606_190120.wav	76.9312756061554	Arden_20250606_190120.wav	Arden	19	06/06/2025	06/06/2025	0.3144216537475586											
11	Spectrogram	1	Rumble	64.91953730583191	68.3849201202247	222.28415310382843	234.93941128253937	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250606_190120.wav	64.91953730583191	Arden_20250606_190120.wav	Arden	19	06/06/2025	06/06/2025	0.2695142328739166											
