Selection	View	Channel	Event	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin Path	File Offset (s)	Begin File	Site	Begin Hour	File Start Date	Begin Date	Score	Count	Measurable	Harmonics	Ambiguous	Notes	Analyst	Rand	Deployment	Sound Problems	Call Criteria	Disk
1	Spectrogram	1	Rumble	202.6356476545334	210.16893470287323	76.34191960096359	95.01292556524275	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250605_170110.wav	202.6356476545334	Arden_20250605_170110.wav	Arden	17	06/05/2025	06/05/2025	0.2604450583457947											
2	Spectrogram	1	Rumble	957.202319264412	965.2927123308183	191.8746829032898	212.54295110702515	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250605_170110.wav	957.202319264412	Arden_20250605_170110.wav	Arden	17	06/05/2025	06/05/2025	0.3561859428882599											
3	Spectrogram	1	Rumble	1317.7996737957	1323.1247811317444	205.4695338010788	230.2810400724411	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250605_170110.wav	1317.7996737957	Arden_20250605_170110.wav	Arden	17	06/05/2025	06/05/2025	0.3038964569568634											
4	Spectrogram	1	Rumble	1553.6262663304806	1563.1215957403183	204.72368597984317	224.5839536190033	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250605_170110.wav	1553.6262663304806	Arden_20250605_170110.wav	Arden	17	06/05/2025	06/05/2025	0.4214743673801422											
5	Spectrogram	1	Rumble	1540.1090003848076	1543.5258987024445	210.32285690307617	219.67023611068728	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250605_170110.wav	1540.1090003848076	Arden_20250605_170110.wav	Arden	17	06/05/2025	06/05/2025	0.4145912826061249											
6	Spectrogram	1	Rumble	1550.9991879463196	1553.0224997997284	204.7981917858124	217.9659903049469	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250605_170110.wav	1550.9991879463196	Arden_20250605_170110.wav	Arden	17	06/05/2025	06/05/2025	0.3458753228187561											
7	Spectrogram	1	Rumble	1546.900246351957	1551.19555383921	216.605007648468	224.1118550300598	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250605_170110.wav	1546.900246351957	Arden_20250605_170110.wav	Arden	17	06/05/2025	06/05/2025	0.3132234811782837											
8	Spectrogram	1	Rumble	1584.9098789691925	1590.4535686969757	194.52056288719177	220.65922617912287	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250605_170110.wav	1584.9098789691925	Arden_20250605_170110.wav	Arden	17	06/05/2025	06/05/2025	0.3067843317985534											
9	Spectrogram	1	Rumble	1595.0998643636703	1597.6945050954819	186.72999739646912	203.0346691608429	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250605_170110.wav	1595.0998643636703	Arden_20250605_170110.wav	Arden	17	06/05/2025	06/05/2025	0.2775712311267853											
10	Spectrogram	1	Rumble	1750.6272138357162	1754.0167804956436	196.3538229465485	205.4982483386993	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250605_170110.wav	1750.6272138357162	Arden_20250605_170110.wav	Arden	17	06/05/2025	06/05/2025	0.5375385284423828											
11	Spectrogram	1	Rumble	1730.0578272938728	1733.9247639775276	207.1088552474976	221.8343615531921	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250605_170110.wav	1730.0578272938728	Arden_20250605_170110.wav	Arden	17	06/05/2025	06/05/2025	0.4914003014564514											
12	Spectrogram	1	Rumble	1741.3166117668152	1744.2102307081223	206.16790652275083	215.8007919788361	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250605_170110.wav	1741.3166117668152	Arden_20250605_170110.wav	Arden	17	06/05/2025	06/05/2025	0.2973893284797668											
13	Spectrogram	1	Rumble	1754.5325864553452	1756.9218559265155	203.65256071090695	211.5093469619751	C:\Users\C836843015\Box\A3EM-Acoustic-Data\deployments\elephantsSamburu2025\09\audiomoth\audiomoth_downsampled\Arden_20250605_170110.wav	1754.5325864553452	Arden_20250605_170110.wav	Arden	17	06/05/2025	06/05/2025	0.2554240524768829											
